ID,Start time,Completion time,Email,Name,Last modified time,Question,Please select the appropriate consent statement below.,How do you usually ride your skateboard?,"With which foot forward do you do your highest ollies on a skateboard?
","When you skate an obstacle with transition like a bowl or a half-pipe, which foot forward feels most comfortable?
",What foot forward do you feel the most safe riding fast down a hill on a skateboard?,"When you snowboard, which foot forward do you feel most comfortable carving down the mountain with?
","When you surf, which foot forward do you feel most comfortable when you ride a wave?
",Almost all of my friends (more than 90%) share my same stance.,"One or more of my parents share my same stance when they skateboard, snowboard, and/or surf.
","My favorite skateboarder has the same stance as me.
","I started skateboarding with a different stance than the one I have now.
","In recent memory, I recall seeing skateboarding magazine ads or online posts in skate-
boarding, and I have tried to figure out what stance they are.","I have the same stance whether I skate any obstacle, snowboard any hill, or surf any wave.","Usually, when you write with a pen or pencil, which hand do you use?","Usually, when you throw a ball, which hand do you use?
","Which hand do you feel more control when swinging a hammer?
","Usually, when you kick a ball into a goal, which foot do you use?
","Usually, when you sweep a floor from the side, which foot seems more naturally in front?
","If you were to step on a guitar pedal, which foot would you use?
","To stand on a chair, which foot do you use to get up on the chair?
",Take a moment to test your preferred eye. 1) Stretch your arms out in front of you and 2) with your hands make an O shaped hole and 3) line up the O shaped hole to frame an object. Which eye do yo...,Take a moment to pinpoint an object in the distance and align your thumb over it. Which eye do you need to close to do so?,How many years have you been skateboarding,"In the last few years, how often do you skateboard?",What would your say your skateboarding expertise level is?,Gender:,Race (Mark ONLY one with which you MOST CLOSELY identify),Age,Ethnicity (Mark ONLY one with which you MOST CLOSELY identify):,Residence Locality (Mark ONLY one with which you CURRENTLY live),Identity Locality (Mark ONLY one with which you IDENTIFY as your home locality)
317,5/17/24 13:02:49,5/17/24 13:07:07,anonymous,,,5/17/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",Always  Left,Always  Left,Always  Left,Mostly Left    ,I do not surf enough to know,Disagree,I do not know,Disagree,Agree,Strongly Agree,Disagree,Always Right    ,Always Right    ,Mostly Right    ,Mostly Right    ,Mostly Left    ,Mostly Left    ,Mostly Left    ,Left    ,Always  Left,20+ years,Yearly,Intermediate (I can occasionally land simple tricks),Man,White,46-55,Not Hispanic or Latino,North America;,North America;
318,5/17/24 13:44:10,5/17/24 13:47:02,anonymous,,,5/17/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",Always  Left,Always  Left,Always  Left,Always  Left,Always  Left,Strongly disagree,I do not know,Disagree,Strongly disagree,Strongly Agree,Agree,Always Right    ,Always Right    ,Always Right    ,Mostly Right    ,Mostly Left    ,Mostly Right    ,Mostly Right    ,Neither,Mostly Left    ,11-20 years,Weekly,Advanced (I can occasionally land complex tricks),Man,White,21-25,Not Hispanic or Latino,North America;,North America;
319,5/17/24 13:58:32,5/17/24 14:03:08,anonymous,,,5/17/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",Always  Left,Always  Left,Always  Left,Mostly Left    ,Mostly Left    ,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,Mostly Right    ,Mostly Right    ,Mostly Right    ,Mostly Right    ,Mostly Left    ,Mostly Right    ,Mostly Right    ,Left    ,Mostly Right    ,5-10 years,Never,Intermediate (I can occasionally land simple tricks),Man,White,56 and over,Not Hispanic or Latino,North America;,North America;
320,5/17/24 15:11:10,5/17/24 15:14:36,anonymous,,,5/17/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",Mostly Left    ,Mostly Left    ,Always  Left,Mostly Left    ,I do not surf enough to know,Agree,I do not know,Disagree,Strongly disagree,Strongly Agree,Agree,Always Right    ,Mostly Right    ,Mostly Right    ,Both Equally    ,Mostly Left    ,Mostly Right    ,Mostly Right    ,Left    ,Mostly Right    ,11-20 years,Seasonal (summer),Intermediate (I can occasionally land simple tricks),Man,White,36-45,Not Hispanic or Latino,North America;,Europe;
321,5/17/24 15:20:36,5/17/24 15:32:15,anonymous,,,5/17/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Right foot in front, push with back left foot (goofy stance)",Always Right    ,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Disagree,I do not know,Agree,Strongly disagree,Agree,Strongly Agree,Always Right    ,Always Right    ,Always Right    ,Always  Left,Always Right    ,Always Right    ,Mostly Left    ,Right    ,Always Right    ,20+ years,Yearly,Intermediate (I can occasionally land simple tricks),Man,White,46-55,Not Hispanic or Latino,Europe;,Europe;
322,5/17/24 15:31:06,5/17/24 15:37:00,anonymous,,,5/17/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Right foot in front, push with back left foot (goofy stance)",Always Right    ,Always Right    ,Always Right    ,I do not snowboard enough to know,I do not surf enough to know,Strongly disagree,Neutral,Agree,Agree,Disagree,Neutral,Always Right    ,Always Right    ,Always Right    ,Mostly Right    ,Mostly Right    ,Mostly Right    ,Mostly Right    ,Left    ,Mostly Left    ,20+ years,Weekly,Expert (I can consistently land complex tricks),Man,White,26-35,Not Hispanic or Latino,Europe;,Europe;
323,5/17/24 17:29:42,5/17/24 17:35:13,anonymous,,,5/17/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Right foot in front, push with back left foot (goofy stance)",Always Right    ,Always Right    ,Always Right    ,I do not snowboard enough to know,Always Right    ,Disagree,I do not know,Agree,Strongly disagree,Agree,Agree,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Both Equally    ,Always Right    ,Always Right    ,Left    ,Mostly Right    ,20+ years,Seasonal (summer),Advanced (I can occasionally land complex tricks),Woman,White,26-35,Not Hispanic or Latino,Europe;,Europe;
324,5/17/24 19:34:32,5/17/24 19:40:14,anonymous,,,5/17/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Right foot in front, push with back left foot (goofy stance)",Always Right    ,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Neutral,I do not know,Strongly Agree,Strongly disagree,Strongly Agree,Strongly Agree,Always Right    ,Always Right    ,Always Right    ,Mostly Right    ,Always Right    ,Always Right    ,Mostly Right    ,Right    ,Always Right    ,20+ years,Daily,Advanced (I can occasionally land complex tricks),Man,,46-55,Not Hispanic or Latino,North America;,North America;
325,5/17/24 22:47:09,5/17/24 22:51:01,anonymous,,,5/17/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",Always  Left,Always  Left,Always  Left,Always  Left,Always  Left,Disagree,Strongly Agree,Strongly Agree,Strongly disagree,Strongly Agree,Strongly Agree,Always Right    ,Always  Left,Always Right    ,Always Right    ,Always  Left,Mostly Right    ,Always  Left,Right    ,Always Right    ,20+ years,Weekly,Advanced (I can occasionally land complex tricks),Man,White,26-35,Not Hispanic or Latino,North America;,North America;
326,5/18/24 1:08:27,5/18/24 1:13:59,anonymous,,,5/18/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",Always  Left,Always  Left,Always  Left,I do not snowboard enough to know,I do not surf enough to know,Neutral,Neutral,Disagree,Strongly disagree,Disagree,Strongly Agree,Always Right    ,Always Right    ,Always Right    ,Mostly Right    ,Mostly Right    ,Mostly Left    ,Mostly Left    ,Right    ,Always  Left,5-10 years,Seasonal (summer),Novice (I can push around),Non-binary,White,21-25,Not Hispanic or Latino,North America;,North America;
327,5/18/24 3:20:39,5/18/24 3:29:05,anonymous,,,5/18/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",Both Equally    ,Always  Left,Always  Left,Always  Left,I do not surf enough to know,Disagree,Disagree,Agree,Strongly disagree,Disagree,Disagree,Always Right    ,Mostly Right    ,Always Right    ,Always Right    ,Always  Left,Mostly Right    ,Mostly Left    ,Left    ,Always Right    ,20+ years,Weekly,Expert (I can consistently land complex tricks),Man,White,26-35,Not Hispanic or Latino,Europe;,Europe;
328,5/18/24 6:58:50,5/18/24 7:04:17,anonymous,,,5/18/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Right foot in front, push with back left foot (goofy stance)",Always Right    ,Always Right    ,Mostly Right    ,Mostly Right    ,Mostly Right    ,Disagree,I do not know,Agree,Strongly disagree,Strongly Agree,Agree,Mostly Right    ,Mostly Right    ,Always Right    ,Mostly Right    ,Both Equally    ,Mostly Right    ,Mostly Right    ,Left    ,Mostly Left    ,20+ years,Monthly,Advanced (I can occasionally land complex tricks),Man,More than one race,26-35,Hispanic or Latino,North America;,Prefer not to say;
329,5/18/24 11:00:23,5/18/24 11:16:01,anonymous,,,5/18/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",Always  Left,Always  Left,Always  Left,I do not snowboard enough to know,I do not surf enough to know,Disagree,I do not know,Disagree,Disagree,Disagree,Agree,Always Right    ,Mostly Right    ,Always Right    ,Mostly Right    ,Always  Left,Mostly Right    ,Mostly Right    ,Right    ,Always Right    ,3-5 years,Monthly,Intermediate (I can occasionally land simple tricks),Woman,White,26-35,Unknown or not reported,Europe;,Europe;
330,5/18/24 23:59:26,5/19/24 0:06:01,anonymous,,,5/18/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",Mostly Left    ,Always  Left,Mostly Left    ,Mostly Left    ,Always  Left,Disagree,I do not know,Neutral,Strongly disagree,Agree,Agree,Always Right    ,Mostly Right    ,Always Right    ,Mostly Right    ,Both Equally    ,Mostly Right    ,Mostly Right    ,Left    ,Mostly Right    ,20+ years,Weekly,Advanced (I can occasionally land complex tricks),Man,White,36-45,Not Hispanic or Latino,North America;,North America;
331,5/19/24 4:53:10,5/19/24 5:01:20,anonymous,,,5/19/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Right foot in front, push with back left foot (goofy stance)",Always Right    ,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Disagree,I do not know,Strongly disagree,Agree,Disagree,Strongly Agree,Always Right    ,Always Right    ,Always Right    ,Mostly Right    ,Always Right    ,Always Right    ,Always Right    ,Left    ,Always Right    ,20+ years,Weekly,Expert (I can consistently land complex tricks),Man,White,26-35,Not Hispanic or Latino,Australia;,Other;
332,5/20/24 8:55:51,5/20/24 9:01:31,anonymous,,,5/20/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",Always  Left,Always  Left,Always  Left,Always  Left,Always  Left,Strongly disagree,I do not know,Strongly Agree,Strongly disagree,Strongly Agree,Strongly Agree,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Always  Left,Always Right    ,Mostly Right    ,Right    ,Always  Left,11-20 years,Weekly,Expert (I can consistently land complex tricks),Man,White,26-35,Not Hispanic or Latino,Europe;,Europe;
333,5/20/24 10:56:19,5/20/24 11:03:15,anonymous,,,5/20/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",Always  Left,Always  Left,Always  Left,Always  Left,Always  Left,Disagree,I do not know,Neutral,Strongly disagree,Agree,Strongly Agree,Mostly Right    ,Mostly Right    ,Mostly Right    ,Mostly Right    ,Both Equally    ,Both Equally    ,Both Equally    ,Right    ,Both Equally    ,Less than a year,Weekly,Beginner (I cannot ride on a board),Woman,Asian,26-35,Not Hispanic or Latino,Asia;,Asia;
334,5/20/24 13:37:20,5/20/24 13:43:56,anonymous,,,1/3/2001,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",Always  Left,Always  Left,Always  Left,Always  Left,Always  Left,Neutral,Agree,Disagree,Strongly disagree,Agree,Strongly Agree,Always  Left,Always  Left,Always  Left,Always  Left,Always  Left,Mostly Right    ,Mostly Right    ,Left    ,Always Right    ,5-10 years,Weekly,Expert (I can consistently land complex tricks),Man,White,21-25,Unknown or not reported,Europe;,Europe;
335,5/20/24 14:06:16,5/20/24 14:14:55,anonymous,,,,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Right foot in front, push with back left foot (goofy stance)",Always Right    ,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Agree,Disagree,Disagree,Strongly disagree,Strongly Agree,Strongly Agree,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Always  Left,Always Right    ,Always Right    ,Right    ,Always  Left,20+ years,Daily,Sponsored/Pro (I regularly receive skateboard products for free from companies),Man,White,26-35,Unknown or not reported,Europe;,Europe;
336,5/20/24 16:14:10,5/20/24 16:19:47,anonymous,,,5/20/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",Always  Left,Mostly Left    ,Always  Left,Mostly Left    ,Always  Left,Disagree,Neutral,Strongly Agree,Agree,Strongly Agree,Disagree,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Mostly Left    ,Mostly Left    ,Mostly Left    ,Left    ,Always  Left,11-20 years,Weekly,Advanced (I can occasionally land complex tricks),Man,White,26-35,Unknown or not reported,Europe;,Europe;
337,5/20/24 17:48:03,5/20/24 17:55:01,anonymous,,,5/20/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Right foot in front, push with back left foot (goofy stance)",Mostly Right    ,Mostly Right    ,Always Right    ,Always Right    ,Always Right    ,Strongly disagree,I do not know,Disagree,Disagree,Agree,Agree,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Mostly Left    ,Mostly Right    ,Mostly Right    ,Right    ,Mostly Right    ,5-10 years,Weekly,Sponsored/Pro (I regularly receive skateboard products for free from companies),Man,White,21-25,Unknown or not reported,Europe;,Europe;
338,5/21/24 3:00:30,5/21/24 3:05:04,anonymous,,,5/21/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Right foot in front, push with back left foot (goofy stance)",Always Right    ,Always Right    ,Always Right    ,Mostly Right    ,Always Right    ,Neutral,I do not know,Disagree,Strongly disagree,Disagree,Strongly Agree,Always Right    ,Mostly Right    ,Always Right    ,Always Right    ,Mostly Left    ,Mostly Right    ,Mostly Right    ,Neither,Mostly Right    ,11-20 years,Daily,Sponsored/Pro (I regularly receive skateboard products for free from companies),Man,White,26-35,Not Hispanic or Latino,Europe;,Europe;
339,5/21/24 6:27:22,5/21/24 6:34:12,anonymous,,,5/21/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Right foot in front, push with back left foot (goofy stance)",Always Right    ,Always Right    ,Always Right    ,I do not snowboard enough to know,I do not surf enough to know,Disagree,Agree,Strongly disagree,Strongly disagree,Agree,,Always Right    ,Always Right    ,Always Right    ,Always Right    ,Both Equally    ,Always Right    ,Always Right    ,Left    ,Always Right    ,5-10 years,Daily,Advanced (I can occasionally land complex tricks),Woman,White,21-25,Not Hispanic or Latino,Europe;,Europe;
340,5/21/24 7:44:48,5/21/24 7:50:52,anonymous,,,5/21/2024,I understand the study described above. I am 18 years of age or older and I agree to participate.,"Left foot in front, push with back right foot (regular stance)",Always  Left,Always  Left,Always  Left,Mostly Left    ,Always  Left,Strongly disagree,I do not know,Disagree,Strongly disagree,Agree,Strongly Agree,Always Right    ,Mostly Right    ,Always Right    ,Mostly Right    ,Mostly Left    ,Both Equally    ,Mostly Right    ,Left    ,Mostly Left    ,20+ years,Weekly,Expert (I can consistently land complex tricks),Man,White,26-35,Not Hispanic or Latino,Europe;,Europe;
